iter	Logloss
712	0.3037124887
713	0.3035683515
714	0.3034968102
715	0.3034362042
716	0.3033401493
717	0.3032012737
718	0.3030874542
719	0.3029890726
720	0.3028659179
721	0.3027996163
722	0.3026793936
723	0.3025305943
724	0.3024417784
725	0.3023325044
726	0.302220312
727	0.3021598966
728	0.3021528675
729	0.301995818
730	0.301827009
731	0.3017280358
732	0.3015930125
733	0.3015327161
734	0.3014636618
735	0.3013913417
736	0.3012887363
737	0.3011894452
738	0.3011466575
739	0.3009421802
740	0.3008343596
741	0.3006791691
742	0.3006292044
743	0.3004425385
744	0.3003550468
745	0.3002867962
746	0.300140749
747	0.3001066565
748	0.3000467731
749	0.3000001473
750	0.2999244424
751	0.2998227734
752	0.2997612366
753	0.2996075795
754	0.299456104
755	0.299316077
756	0.2992100363
757	0.2991317368
758	0.2989988428
759	0.2987631307
760	0.2986878063
761	0.2984864737
762	0.2984062507
763	0.2982919075
764	0.2981336961
765	0.2979677351
766	0.2978660855
767	0.2976999522
768	0.2976359126
769	0.2976190264
770	0.2975544271
771	0.2975136825
772	0.2974413347
773	0.2973762302
774	0.2972427378
775	0.2971209005
776	0.2970015286
777	0.2969228991
778	0.2968070025
779	0.2966776662
780	0.2965576235
781	0.2965053102
782	0.2963863255
783	0.296337142
784	0.2962393682
785	0.2961620391
786	0.2961128715
787	0.2960033186
788	0.2958850869
789	0.2958453013
790	0.2958103711
791	0.2957160659
792	0.2955122468
793	0.2954529082
794	0.2952912811
795	0.295218539
796	0.2951642497
797	0.2950941274
798	0.2948941328
799	0.29478332
800	0.2947221402
801	0.2944784431
802	0.2944040098
803	0.294298019
804	0.294209854
805	0.29412737
806	0.2940077228
807	0.2939975378
808	0.2939494311
809	0.2938878081
810	0.2937455304
811	0.2936571326
812	0.2935151742
813	0.2934901718
814	0.2934066239
815	0.2932616526
816	0.2932250113
817	0.2930098676
818	0.2928296843
819	0.2926949456
820	0.2926386547
821	0.2926118739
822	0.2924684229
823	0.2922418733
824	0.2921923745
825	0.292127299
826	0.2918950858
827	0.2918245511
828	0.2916899712
829	0.2914762904
830	0.2913594008
831	0.2911764011
832	0.291023605
833	0.2909640016
834	0.2907926595
835	0.2906800765
836	0.2906425482
837	0.2905461333
838	0.2904499543
839	0.2903793726
840	0.2903172975
841	0.290283229
842	0.2902005508
843	0.2901467591
844	0.2900244255
845	0.289958101
846	0.2898993751
847	0.289803606
848	0.2896689269
849	0.2895935029
850	0.2895395107
851	0.289399804
852	0.2892623636
853	0.2891265069
854	0.2890596878
855	0.2889544189
856	0.2887673981
857	0.2886362857
858	0.2885498577
859	0.2884958077
860	0.2884251562
861	0.2882306111
862	0.2880625373
863	0.2878992148
864	0.2876658863
865	0.287609669
866	0.2875109161
867	0.2873044796
868	0.2871718877
869	0.2870413444
870	0.2869415482
871	0.2867860642
872	0.286644001
873	0.2865069565
874	0.2864669651
875	0.2864246259
876	0.2862879448
877	0.2862487902
878	0.2861733562
879	0.2859496553
880	0.2858163613
881	0.285710476
882	0.285593551
883	0.285531813
884	0.2854615372
885	0.2853417498
886	0.2852431808
887	0.2851674536
888	0.2850964653
889	0.2850199041
890	0.2849453697
891	0.2847642634
892	0.2847200026
893	0.2845613182
894	0.2844631867
895	0.284221631
896	0.2841345768
897	0.2840094214
898	0.2839287749
899	0.2838050386
900	0.2836972536
901	0.2836543531
902	0.2836139587
903	0.2835374664
904	0.2833545829
905	0.2832678562
906	0.2831342821
907	0.2830675611
908	0.2829938688
909	0.2827966649
910	0.282689971
911	0.2825339749
912	0.2824203418
913	0.2823616924
914	0.2822963468
915	0.282248447
916	0.2821081043
917	0.2818797743
918	0.2816957923
919	0.2816357169
920	0.2815582311
921	0.2815207039
922	0.2813531478
923	0.2811373293
924	0.2810509693
925	0.2810102556
926	0.2808817389
927	0.2807560117
928	0.2806985127
929	0.2805778462
930	0.2805129202
931	0.2803896101
932	0.280264871
933	0.2801378021
934	0.2801019252
935	0.2800505424
936	0.2799106566
937	0.2798747308
938	0.279713037
939	0.2796415719
940	0.2795768672
941	0.2795256153
942	0.2794598787
943	0.27935207
944	0.2792955793
945	0.2792262529
946	0.2791230902
947	0.2790423322
948	0.2788234894
949	0.2787708484
950	0.2786793769
951	0.2786329083
952	0.2784859643
953	0.2783810029
954	0.2783402222
955	0.278283295
956	0.2781552949
957	0.2779715095
958	0.2778979235
959	0.2777885013
960	0.2777105184
961	0.2776097187
962	0.2775212954
963	0.2774477216
964	0.2772660328
965	0.2771717808
966	0.2770705232
967	0.2770315768
968	0.2769705171
969	0.2768987903
970	0.276841204
971	0.2767470162
972	0.2767013242
973	0.2765920706
974	0.2764411035
975	0.2763623658
976	0.2761959006
977	0.2761360107
978	0.2760262714
979	0.2759590653
980	0.2759386819
981	0.2759230506
982	0.2757975916
983	0.2756226929
984	0.2755979981
985	0.2755144737
986	0.2754551871
987	0.2753815686
988	0.2751774644
989	0.2751393844
990	0.2749716889
991	0.2748927856
992	0.2747450622
993	0.2747156604
994	0.2746286287
995	0.2745909092
996	0.2745018817
997	0.274365146
998	0.2742215973
999	0.2741290995
